Date,Close/Last,Volume,Open,High,Low
03/13/2026,$395.55,26848000,$401.00,$404.80,$394.25
03/12/2026,$401.86,27263890,$404.63,$406.12,$401.71
03/11/2026,$404.88,25512140,$405.57,$409.01,$401.59
03/10/2026,$405.76,31706380,$410.03,$410.20,$402.93
03/09/2026,$409.41,30131850,$404.915,$410.21,$403.50
03/06/2026,$408.96,31123860,$409.20,$413.05,$408.5101
03/05/2026,$410.68,39001320,$404.42,$411.61,$404.40
03/04/2026,$405.20,35807990,$401.265,$411.0326,$400.31
03/03/2026,$403.93,38199210,$393.14,$406.70,$392.67
03/02/2026,$398.55,35474910,$392.855,$401.19,$390.63
02/27/2026,$392.74,51367200,$390.88,$396.82,$389.88
02/26/2026,$401.72,34405870,$404.71,$407.49,$398.74
02/25/2026,$400.60,43625480,$390.525,$401.47,$390.16
02/24/2026,$389.00,33884650,$384.14,$389.36,$381.71
02/23/2026,$384.47,43238270,$395.00,$395.36,$383.10
02/20/2026,$397.23,34015250,$396.11,$400.1159,$395.16
02/19/2026,$398.46,28234000,$400.69,$404.43,$396.67
02/18/2026,$399.60,23223420,$398.13,$402.56,$396.32
02/17/2026,$396.86,32078790,$399.22,$400.52,$394.525
02/13/2026,$401.32,34091550,$404.45,$405.54,$398.05
02/12/2026,$401.84,40802360,$405.00,$406.20,$398.01
02/11/2026,$404.37,42491010,$416.175,$416.46,$401.01
02/10/2026,$413.27,44857850,$419.62,$423.68,$412.70
02/09/2026,$413.60,45480530,$404.85,$414.89,$400.87
02/06/2026,$401.14,53515310,$399.165,$401.79,$392.92
02/05/2026,$393.67,66289250,$407.44,$408.30,$392.32
02/04/2026,$414.19,45012370,$411.00,$419.80,$409.24
02/03/2026,$411.21,61424120,$422.01,$422.05,$408.56
02/02/2026,$423.37,42219860,$430.235,$430.736,$422.25
01/30/2026,$430.29,58566820,$439.17,$439.60,$426.45
01/29/2026,$433.50,128855300,$439.99,$442.50,$421.02
01/28/2026,$481.63,36875400,$483.21,$483.74,$478.00
01/27/2026,$480.58,29213920,$473.70,$482.87,$473.16
01/26/2026,$470.28,29291240,$465.305,$474.25,$462.00
01/23/2026,$465.95,38000160,$451.87,$471.10,$450.53
01/22/2026,$451.14,25349380,$447.62,$452.84,$444.70
01/21/2026,$444.11,37980510,$452.595,$452.69,$438.68
01/20/2026,$454.52,26129990,$451.215,$456.80,$449.28
01/16/2026,$459.86,34246650,$457.83,$463.19,$456.48
01/15/2026,$456.66,23225840,$464.12,$464.25,$455.90
01/14/2026,$459.38,28184300,$466.46,$468.20,$457.1701
01/13/2026,$470.67,28545800,$474.675,$475.7799,$465.95
01/12/2026,$477.18,23519900,$476.67,$480.99,$475.6803
01/09/2026,$479.28,18491040,$474.06,$479.82,$472.2001
01/08/2026,$478.11,18162620,$481.24,$482.66,$475.86
01/07/2026,$483.47,25564200,$479.755,$489.70,$477.95
01/06/2026,$478.51,23037670,$473.80,$478.7367,$469.75
01/05/2026,$472.85,25250260,$474.055,$476.07,$469.50
01/02/2026,$472.94,25571570,$484.385,$484.66,$470.16
12/31/2025,$483.62,15601550,$487.84,$488.14,$483.30
12/30/2025,$487.48,13944510,$485.93,$489.68,$485.50
12/29/2025,$487.10,10893410,$484.855,$488.35,$484.18
12/26/2025,$487.71,8842175,$486.705,$488.12,$485.96
12/24/2025,$488.02,5855880,$485.68,$489.1625,$484.83
12/23/2025,$486.85,14683580,$484.98,$487.83,$484.74
12/22/2025,$484.92,16963020,$486.12,$488.73,$482.69
12/19/2025,$485.92,70836110,$487.36,$487.85,$482.49
12/18/2025,$483.98,28573550,$478.19,$489.60,$477.89
12/17/2025,$476.12,24527180,$476.905,$480.00,$475.00
12/16/2025,$476.39,20705560,$471.905,$477.89,$470.88
12/15/2025,$474.82,23727690,$480.10,$480.7205,$472.52
12/12/2025,$478.53,21248100,$479.82,$482.45,$476.34
12/11/2025,$483.47,24669180,$476.63,$486.03,$475.86
12/10/2025,$478.56,35756230,$484.03,$484.25,$475.08
12/09/2025,$492.02,14696080,$489.10,$492.12,$488.5001
12/08/2025,$491.02,21965900,$484.885,$492.30,$484.38
12/05/2025,$483.16,22608710,$482.515,$483.40,$478.8801
12/04/2025,$480.84,22318160,$479.76,$481.322,$476.49
12/03/2025,$477.73,34615100,$476.32,$484.24,$475.20
12/02/2025,$490.00,19562720,$486.715,$493.4999,$486.32
12/01/2025,$486.74,23963990,$488.435,$489.8599,$484.6475
11/28/2025,$492.01,14386730,$487.595,$492.63,$486.65
11/26/2025,$485.50,25709080,$486.31,$488.31,$481.20
11/25/2025,$476.99,28019790,$474.07,$479.15,$464.89
11/24/2025,$474.00,34421050,$475.00,$476.90,$468.02
11/21/2025,$472.12,31769250,$478.50,$478.92,$468.27
11/20/2025,$478.43,26802540,$492.71,$493.57,$475.50
11/19/2025,$487.12,23245310,$490.10,$495.1872,$482.83
11/18/2025,$493.79,33815110,$495.365,$502.98,$486.78
11/17/2025,$507.49,19092750,$508.45,$512.12,$504.91
11/14/2025,$510.18,28505750,$498.23,$511.60,$497.44
11/13/2025,$503.29,25273110,$510.31,$513.50,$501.29
11/12/2025,$511.14,26574850,$509.355,$511.67,$499.1201
11/11/2025,$508.68,17980020,$504.80,$509.60,$502.3488
11/10/2025,$506.00,26101480,$500.035,$506.85,$498.80
11/07/2025,$496.82,24019760,$496.945,$499.377,$493.25
11/06/2025,$497.10,27406500,$505.66,$505.70,$495.81
11/05/2025,$507.16,23024340,$513.30,$514.83,$506.575
11/04/2025,$514.33,20958660,$511.76,$515.55,$507.84
11/03/2025,$517.03,22374740,$519.805,$524.96,$514.59
10/31/2025,$517.81,34006420,$528.875,$529.32,$515.10
10/30/2025,$525.76,41023090,$530.48,$534.97,$522.12
10/29/2025,$541.55,36023000,$544.94,$546.27,$536.7287
10/28/2025,$542.07,29986680,$550.00,$553.72,$540.77
10/27/2025,$531.52,18734720,$531.78,$534.58,$529.01
10/24/2025,$523.61,15532360,$522.79,$525.345,$520.71
10/23/2025,$520.56,14023530,$522.46,$523.95,$518.61
10/22/2025,$520.54,18962690,$521.15,$525.23,$517.71
10/21/2025,$517.66,15586200,$517.50,$518.69,$513.04
10/20/2025,$516.79,14665620,$514.61,$518.70,$513.43
10/17/2025,$513.58,19867770,$509.04,$515.48,$507.31
10/16/2025,$511.61,15559570,$512.58,$516.85,$508.13
10/15/2025,$513.43,14694650,$514.955,$517.19,$510.00
10/14/2025,$513.57,14684300,$510.225,$515.282,$506.00
10/13/2025,$514.05,14284240,$516.41,$516.41,$511.68
10/10/2025,$510.96,24133840,$519.64,$523.58,$509.63
10/09/2025,$522.40,18343600,$522.335,$524.325,$517.40
10/08/2025,$524.85,13363450,$523.28,$526.95,$523.09
10/07/2025,$523.98,14615210,$528.285,$529.80,$521.44
10/06/2025,$528.57,21388580,$518.61,$531.03,$518.20
10/03/2025,$517.35,15112320,$517.10,$520.49,$515.00
10/02/2025,$515.74,21222890,$517.64,$521.60,$510.6791
10/01/2025,$519.71,22632340,$514.80,$520.505,$511.69
09/30/2025,$517.95,19728230,$513.24,$518.16,$509.66
09/29/2025,$514.60,17617780,$511.50,$516.845,$508.88
09/26/2025,$511.46,16213130,$510.06,$513.94,$506.62
09/25/2025,$507.03,15786470,$508.30,$510.01,$505.04
09/24/2025,$510.15,13533710,$510.38,$512.48,$506.92
09/23/2025,$509.23,19799580,$513.80,$514.5899,$507.31
09/22/2025,$514.45,20009310,$515.59,$517.74,$512.545
09/19/2025,$517.93,52474090,$510.56,$519.30,$510.31
09/18/2025,$508.45,18913700,$511.49,$513.07,$507.66
09/17/2025,$510.02,15816590,$510.62,$511.29,$505.93
09/16/2025,$509.04,19711920,$516.88,$517.23,$508.60
09/15/2025,$515.36,17143790,$508.79,$515.47,$507.00
09/12/2025,$509.90,23624880,$506.65,$512.55,$503.85
09/11/2025,$501.01,18881610,$502.25,$503.17,$497.88
09/10/2025,$500.37,21611820,$502.98,$503.2299,$496.72
09/09/2025,$498.41,14410540,$501.43,$502.25,$497.70
09/08/2025,$498.20,16771020,$498.105,$501.195,$495.03
09/05/2025,$495.00,31994850,$509.07,$511.97,$492.37
09/04/2025,$507.97,15509490,$504.30,$508.15,$503.15
09/03/2025,$505.35,16345080,$503.79,$507.79,$502.32
09/02/2025,$505.12,18128000,$500.465,$506.00,$496.81
08/29/2025,$506.69,20961570,$508.66,$509.60,$504.4915
08/28/2025,$509.64,18015590,$507.09,$511.09,$505.50
08/27/2025,$506.74,17277890,$502.00,$507.29,$499.90
08/26/2025,$502.04,30835710,$504.355,$504.9778,$498.51
08/25/2025,$504.26,21638580,$506.63,$508.19,$504.12
08/22/2025,$507.23,24324160,$504.25,$510.73,$502.41
08/21/2025,$504.24,18443250,$503.69,$507.63,$502.7201
08/20/2025,$505.72,27723030,$509.865,$511.00,$504.44
08/19/2025,$509.77,21481020,$515.00,$515.1641,$508.55
08/18/2025,$517.10,23760580,$521.585,$522.82,$514.02
08/15/2025,$520.17,25213270,$522.77,$526.10,$519.08
08/14/2025,$522.48,20269070,$522.56,$525.9499,$520.14
08/13/2025,$520.58,19619160,$532.11,$532.70,$519.37
08/12/2025,$529.24,18688920,$523.75,$530.98,$522.70
08/11/2025,$521.77,20194370,$522.30,$527.59,$519.72
08/08/2025,$522.04,15531010,$522.60,$524.66,$519.41
08/07/2025,$520.84,16079140,$526.80,$528.09,$517.5511
08/06/2025,$524.94,21355700,$530.90,$531.70,$524.03
08/05/2025,$527.75,19171570,$537.18,$537.30,$527.24
08/04/2025,$535.64,25349000,$528.27,$538.25,$528.13
08/01/2025,$524.11,28977630,$535.00,$535.80,$520.86
07/31/2025,$533.50,51617330,$555.225,$555.45,$531.90
07/30/2025,$513.24,26380430,$515.17,$515.95,$509.435
07/29/2025,$512.57,16469240,$515.53,$517.62,$511.56
07/28/2025,$512.50,14308030,$514.08,$515.00,$510.12
07/25/2025,$513.71,19125700,$512.465,$518.29,$510.3592
07/24/2025,$510.88,16107000,$508.77,$513.67,$507.30
07/23/2025,$505.87,16396590,$506.75,$506.79,$500.70
07/22/2025,$505.27,13868640,$510.97,$511.20,$505.27
07/21/2025,$510.06,14066810,$506.705,$512.09,$505.55
07/18/2025,$510.05,21209670,$514.48,$514.64,$507.43
07/17/2025,$511.70,17503130,$505.68,$513.37,$505.62
07/16/2025,$505.62,15154370,$505.18,$506.72,$501.89
07/15/2025,$505.82,14927200,$503.02,$508.30,$502.79
07/14/2025,$503.02,12058850,$501.515,$503.97,$501.03
07/11/2025,$503.32,16459510,$498.47,$505.03,$497.795
07/10/2025,$501.48,16498740,$503.05,$504.44,$497.75
07/09/2025,$503.51,18659540,$500.30,$506.78,$499.74
07/08/2025,$496.62,11846590,$497.24,$498.20,$494.11
07/07/2025,$497.72,13981610,$497.38,$498.75,$495.225
07/03/2025,$498.84,13984830,$493.81,$500.13,$493.44
07/02/2025,$491.09,16319640,$489.99,$493.50,$488.70
07/01/2025,$492.05,19945380,$496.47,$498.05,$490.98
06/30/2025,$497.41,28368990,$497.04,$500.76,$495.33
06/27/2025,$495.94,34539240,$497.55,$499.30,$493.03
06/26/2025,$497.45,21578850,$492.98,$498.04,$492.81
06/25/2025,$492.27,17495100,$492.04,$494.5556,$489.39
06/24/2025,$490.11,22305640,$488.95,$491.849,$486.795
06/23/2025,$486.00,24863950,$478.21,$487.75,$472.51
06/20/2025,$477.40,37576210,$482.23,$483.46,$476.87
06/18/2025,$480.24,17526450,$478.00,$481.00,$474.46
06/17/2025,$478.04,15414130,$475.395,$478.7399,$474.08
06/16/2025,$479.14,15626100,$475.21,$480.6943,$475.00
06/13/2025,$474.96,16814460,$476.41,$479.18,$472.76
06/12/2025,$478.87,18950580,$475.02,$480.415,$473.52
06/11/2025,$472.62,16399180,$470.02,$475.47,$469.655
06/10/2025,$470.92,15375940,$471.185,$472.80,$466.96
06/09/2025,$472.75,16469930,$469.70,$473.43,$468.62
06/06/2025,$470.38,15285620,$470.085,$473.335,$468.78
06/05/2025,$467.68,20154460,$464.955,$469.65,$464.03
06/04/2025,$463.87,14162690,$464.00,$465.69,$463.0201
06/03/2025,$462.97,15743760,$461.47,$464.14,$460.8622
06/02/2025,$461.97,16626500,$457.14,$462.11,$456.89
05/30/2025,$460.36,34770480,$459.715,$461.68,$455.54
05/29/2025,$458.68,13982210,$461.55,$461.72,$455.3105
05/28/2025,$457.36,17086260,$461.22,$462.52,$456.93
05/27/2025,$460.69,20974290,$456.48,$460.95,$456.115
05/23/2025,$450.18,16883510,$449.98,$453.69,$448.91
05/22/2025,$454.86,18025610,$454.95,$460.25,$453.90
05/21/2025,$452.57,19216910,$454.57,$457.78,$451.814
05/20/2025,$458.17,15441810,$455.59,$458.34,$454.3201
05/19/2025,$458.87,21336510,$450.875,$459.585,$450.80
05/16/2025,$454.27,23849780,$452.05,$454.36,$448.73
05/15/2025,$453.13,21992320,$450.765,$456.19,$450.4301
05/14/2025,$452.94,19902800,$448.14,$453.90,$448.14
05/13/2025,$449.14,23618820,$447.78,$450.6733,$445.36
05/12/2025,$449.26,22821940,$445.94,$449.37,$439.78
05/09/2025,$438.73,15324230,$440.00,$440.74,$435.88
05/08/2025,$438.17,23491330,$437.93,$443.67,$435.66
05/07/2025,$433.35,23307240,$433.84,$438.12,$431.1103
05/06/2025,$433.31,15104200,$432.20,$437.73,$431.17
05/05/2025,$436.17,20136050,$432.87,$439.50,$432.11
05/02/2025,$435.28,30757430,$431.74,$439.44,$429.985
05/01/2025,$425.40,58938100,$431.11,$436.99,$424.90
04/30/2025,$395.26,36461080,$390.30,$396.66,$384.44
04/29/2025,$394.04,14973980,$391.30,$395.10,$390.38
04/28/2025,$391.16,16579430,$391.955,$392.74,$386.638
04/25/2025,$391.85,18973170,$387.00,$392.16,$384.60
04/24/2025,$387.30,22232290,$375.695,$388.45,$375.19
04/23/2025,$374.39,20545530,$376.06,$380.39,$373.02
04/22/2025,$366.82,19484990,$363.375,$367.77,$359.8602
04/21/2025,$359.12,20807280,$362.815,$364.48,$355.67
04/17/2025,$367.78,21120190,$373.745,$374.3215,$366.89
04/16/2025,$371.61,21967830,$380.67,$381.61,$368.00
04/15/2025,$385.73,17199890,$388.505,$391.89,$384.1599
04/14/2025,$387.81,19251170,$393.22,$394.65,$384.21
04/11/2025,$388.45,23839220,$380.635,$390.05,$378.89
04/10/2025,$381.35,38024370,$382.06,$383.90,$367.80
04/09/2025,$390.49,50199700,$353.535,$393.225,$353.10
04/08/2025,$354.56,35868920,$368.255,$373.65,$350.25
04/07/2025,$357.86,50425000,$350.88,$370.9999,$344.79
04/04/2025,$359.84,49209850,$364.125,$374.59,$359.48
04/03/2025,$373.11,30198000,$374.785,$377.48,$369.35
04/02/2025,$382.14,16092560,$377.965,$385.08,$376.62
04/01/2025,$382.19,19689500,$374.65,$382.85,$373.23
03/31/2025,$375.39,35184680,$372.535,$377.07,$367.24
03/28/2025,$378.80,21632020,$388.08,$389.13,$376.93
03/27/2025,$390.58,13766760,$390.13,$392.24,$387.395
03/26/2025,$389.97,16132910,$395.00,$395.31,$388.57
03/25/2025,$395.16,15774970,$393.915,$396.36,$392.64
03/24/2025,$393.08,21004550,$395.40,$395.40,$389.81
03/21/2025,$391.26,39675930,$383.215,$391.74,$382.80
03/20/2025,$386.84,18470540,$385.735,$391.785,$383.28
03/19/2025,$387.82,19185530,$385.525,$389.68,$384.00
03/18/2025,$383.52,19486850,$387.07,$387.37,$381.10
03/17/2025,$388.70,22474270,$386.70,$392.705,$385.57
03/14/2025,$388.56,19952850,$379.775,$390.23,$379.51
